Sample_ID,Sampling date,Season,Site (Follow catchment column for actual catchment; site name is confusing),Sample_type,Lat,Lon,Group,Catchment,Inversion,Conductivity (uS),Temperature (degrees C),TDS_ppm,pH,Ca_ppm,Sr_ppb,K_ppm,Na_ppm,Si_ppm,Mg_ppm,Li_ppb,Re_ppb,Cr_ppb,Al_ppb,Ca_uM,Sr_nM,K_uM,Na_uM,Si_uM,Mg_uM,Li_nM,Re_nM,Cr_nM,Al_nM,Sr_ratio,Sr_ratio_unc,Ca_meq,Sr_meq,K_meq,Na_meq,Si_meq,Mg_meq,F_ppm,Cl_ppm,NO2_ppm,Br_ppm,NO3_ppm,SO4_ppm,PO4_ppm,F_uM,Cl_uM,NO2_uM,Br_uM,NO3_uM,SO4_uM,PO4_uM,F_meq,Cl_meq,NO2_meq,Br_meq,NO3_meq,SO4_meq,PO4_meq
ZAM-24-15,8/15/2024,wet,SC6,water,15.792902,119.9918362,SC,sc6,Y,558,29.35,279,8.59,2.297861457,11.236,0.131015833,2.646921945,18.14257672,39.15543477,0.76606982,1.469909245,14.68526492,3.989,57.33473369,128.2309527,3.350934263,115.1347778,645.9881332,1611.003282,110.368797,,,147.8297175,0.706181,0.000012,0.114669467,0.000256462,0.003350934,0.115134778,2.583952533,3.222006564,,2.9626,,,0.4362,2.1716,0,,83.56415536,,,,22.60670414,0,0,0.083564155,,,,0.045213408,0
ZAM-24-15,8/15/2024,wet,SC6,sediment,15.792902,119.9918362,SC,sc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-16,8/15/2024,wet,SC7,water,15.7925352,119.9910551,SC,sc7,Y,574,29.7,288,8.71,1.904696334,10.801,0.108286541,1.314647848,20.50867219,41.64603712,0.803587913,1.470004329,18.38869889,3.762,47.52473512,123.2738413,2.769597167,57.18403904,730.235791,1713.476121,115.7740834,,,139.4187232,0.705659,0.000025,0.09504947,0.000246548,0.002769597,0.057184039,2.920943164,3.426952242,,1.7911,,,0.4353,1.2103,0,,50.5204073,,,,12.59941703,0,0,0.050520407,,,,0.025198834,0
ZAM-24-16,8/15/2024,wet,SC7,rock,15.7925352,119.9910551,SC,sc7,,,,,,11050.61282,3515904,1302.76924,921.9130017,162741.6913,226186.2818,,,,,275727.6515,4.01E+07,33320.35511,40101.01196,5794612.473,9306162.591,,,,,0.705671745,1.24E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-17,8/15/2024,wet,SC4,water,15.7900949,119.9706186,SC,sc4,Y,599,30.87,300,8.57,6.081064547,16.843,0.34895254,2.560595941,19.14210505,40.46776147,0.779360125,1.610742297,10.93438399,7.541,151.7307387,192.2286183,8.925005435,111.3798029,681.5775343,1664.997386,112.2835507,,,279.486807,0.705393,0.000018,0.303461477,0.000384457,0.008925005,0.111379803,2.726310137,3.329994772,,2.8806,,,0.5663,2.505,0,,81.25123403,,,,26.07745159,0,0,0.081251234,,,,0.052154903,0
ZAM-24-17,8/15/2024,wet,SC4,sediment,15.7900949,119.9706186,SC,sc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-18,8/15/2024,wet,SC1,water,15.772732,119.932947,SC,sc1,Y,5242,30.44,1042,7.81,30.72429694,410.97,21.01257584,557.4231455,15.32631346,93.1185449,13.61087456,21.74337933,19.73949554,129.937,766.6125291,4690.366328,537.4293982,24246.57444,545.711713,3831.250562,1960.938562,,,4815.767095,0.709028,0.00001,1.533225058,0.009380733,0.537429398,24.24657444,2.182846852,7.662501123,,383.3969,,,0.3341,82.0528,0,,10814.23011,,,,854.1828024,0,0,10.81423011,,,,1.708365605,0
ZAM-24-19,8/15/2024,wet,Lawis River,water,15.5841812,119.951061,West,lawis_river,Y,380,29.23,190,8.55,7.382260117,12.691,0.106609758,1.569304843,16.10661181,23.00527381,0.305734657,0.936478196,4.139462076,31.809,184.1973182,144.8417876,2.726710816,68.26100963,573.4951686,946.5243287,44.04763825,,,1178.931261,0.704742,0.00001,0.368394636,0.000289684,0.002726711,0.06826101,2.293980674,1.893048657,,2.452,,,0.2823,0.8036,0,,69.16198911,,,,8.36560483,0,0,0.069161989,,,,0.01673121,0
ZAM-24-19,8/15/2024,wet,Lawis River,sediment,15.5841812,119.951061,West,lawis_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-20,8/16/2024,wet,Masinloc River,water,15.5377254,119.9774962,West,masinloc_river,Y,339,26.44,170,,8.054221026,40.732,0.189047518,1.898600328,14.60377183,19.13840955,0.42448253,0.826483604,3.31925913,3.803,200.9636465,464.8727631,4.835185108,82.58457612,519.9847545,787.4268484,61.15581754,,,140.9607546,0.707852,0.000012,0.401927293,0.000929746,0.004835185,0.082584576,2.079939018,1.574853697,,1.5556,,,0.339,1.4966,0,,43.87781006,,,,15.57984593,0,0,0.04387781,,,,0.031159692,0
ZAM-24-20,8/16/2024,wet,Masinloc River,sediment,15.5377254,119.9774962,West,masinloc_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-21,8/16/2024,wet,Salasa River,water,15.4563049,119.9546541,West,salasa_river,Y,277,25.61,139,8.11,7.114252483,20.161,0.161798623,2.593629315,11.01990333,14.18543576,0.199124357,0.488924917,0.977311487,3.22,177.5101672,230.0976195,4.138252131,112.8166758,392.3768321,583.6426974,28.68813671,,,119.3250677,0.70725,0.000009,0.355020334,0.000460195,0.004138252,0.112816676,1.569507328,1.167285395,,3.1472,,,0.3793,1.1495,0,,88.77104899,,,,11.96647928,0,0,0.088771049,,,,0.023932959,0
ZAM-24-21,8/16/2024,wet,Salasa River,sediment,15.4563049,119.9546541,West,salasa_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-22,8/16/2024,wet,Bagsit River,water,15.3860704,119.9614525,West,bagsit_river,Y,289,26.48,149,8.2,4.791604608,17.524,0.084828642,1.170768728,11.88404845,17.77622911,0.219626412,0.593958055,2.008505355,31.16,119.5569791,200.0027246,2.169624822,50.92564123,423.1457522,731.3815721,31.64189775,,,1154.849703,0.706979,0.000007,0.239113958,0.000400005,0.002169625,0.050925641,1.692583009,1.462763144,,0.887,,,0.2395,0,0,,25.01903929,,,,0,0,0,0.025019039,,,,0,0
ZAM-24-22,8/16/2024,wet,Bagsit River,sediment,15.3860704,119.9614525,West,bagsit_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-23,8/16/2024,wet,Bancal River,water,15.3095557,119.9991949,West,bancal_river,Y,3078.6,,1538.4,7.955,7.266714865,103.792,3.446980878,96.95543065,15.85379054,33.06267761,3.047732981,5.271358711,5.972208934,32.155,181.3143087,1184.572654,88.16191185,4217.329485,564.493165,1360.324115,439.0913386,,,1191.752227,0.708454,0.000008,0.362628617,0.002369145,0.088161912,4.217329485,2.25797266,2.72064823,,50.9455,,,0.4069,10.2477,0,,1436.986997,,,,106.6801999,0,0,1.436986997,,,,0.2133604,0
ZAM-24-23,8/16/2024,wet,Bancal River,sediment,15.3095557,119.9991949,West,bancal_river,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-24,8/16/2024,wet,Bucao River,water,15.2642558,120.035746,West,bucao_river,Y,529,36.03,266,8.503333333,23.3818753,98.765,1.887242297,12.56205089,20.04785224,24.82261933,2.556779189,1.979025042,2.857952897,97.236,583.4092345,1127.201149,48.26916508,546.4191872,713.8277458,1021.296825,368.3589092,,,3603.787184,0.704598,0.00001,1.166818469,0.002254402,0.048269165,0.546419187,2.855310983,2.04259365,,5.6843,,,0.314,61.2439,0,,160.3333991,,,,637.5588174,0,0,0.160333399,,,,1.275117635,0
ZAM-24-24,8/16/2024,wet,Bucao River - Pumice,rock,15.2642558,120.035746,West,bucao_river,,,,,,31560.91445,2072512713,11824.75162,31557.32899,328233.9487,11486.07179,,,,,787487.2611,2.37E+10,302436.4645,1372668.381,11687162.14,472580.6126,,,,,0.704244167,1.14E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-24,8/16/2024,wet,Bucao River - Construction Sand,rock,15.2642558,120.035746,West,bucao_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-25,8/16/2024,wet,Dapya River,water,15.1535767,120.0590209,West,dapya_river,Y,412,29.9,206,8.15,5.726371373,16.574,0.157853841,2.370637714,18.93893581,25.55092001,0.336880018,1.000843431,4.003441843,5.713,142.880667,189.1554874,4.037358177,103.1170741,674.3434506,1051.261881,48.53479578,,,211.7323974,0.704407,0.000012,0.285761334,0.000378311,0.004037358,0.103117074,2.697373802,2.102523761,,1.5894,,,0.401,1.0308,0,,44.83118495,,,,10.73079325,0,0,0.044831185,,,,0.021461587,0
ZAM-24-25,8/16/2024,wet,Dapya River,sediment,15.1535767,120.0590209,West,dapya_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-25D,8/16/2024,wet,Dapya River,rock,15.1535767,120.0590209,West,dapya_river,,,,,,2294.61599,3836890,1421.706202,57.1245084,107683.9023,215974.6523,,,,,57253.75493,4.38E+07,36362.3534,2484.779573,3834214.074,8886017.375,,,,,0.703334484,1.41E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-25L,8/16/2024,wet,Dapya River,rock,15.1535767,120.0590209,West,dapya_river,,,,,,100324.7804,447005432,1475.065485,4518.940324,226175.9661,66711.0123,,,,,2503238.195,5.10E+09,37727.1003,196563.1026,8053265.662,2744744.386,,,,,0.703843583,1.04E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-26,8/16/2024,wet,Maloma River,water,15.1088862,120.0534654,West,maloma_river,Y,454,33.25,227,8.09,9.448666834,40.936,1.078574649,8.05087119,22.65753577,20.9842194,0.549828899,1.153846062,2.468485727,52.705,235.7569448,467.1939569,27.58622879,350.1936531,806.7486477,863.3704752,79.21465188,,,1953.36539,0.705127,0.000009,0.47151389,0.000934388,0.027586229,0.350193653,3.226994591,1.72674095,,4.9111,,,0.6105,3.2946,0.19,,138.5242434,,,,34.29731418,2.000631778,0,0.138524243,,,,0.068594628,0.006001895
ZAM-24-assorted rocks,24-Aug,wet,,rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/15/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,761.016,,4.604,69.596,658.703,1090.311,,,,,,,1.522032,,0.004604,0.069596,2.634812,2.180622,,,,,,,,,73.337,,,0,37.477,,,0.073337,,,,0.074954,
,6/16/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,596.337,,3.581,73.946,672.945,1201.399,,,,,,,1.192674,,0.003581,0.073946,2.69178,2.402798,,,,,,,,,67.695,,,0,40.6,,,0.067695,,,,0.0812,
,6/18/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,718.599,,3.836,73.946,701.43,1291.915,,,,,,,1.437198,,0.003836,0.073946,2.80572,2.58383,,,,,,,,,67.695,,,0,47.887,,,0.067695,,,,0.095774,
,6/28/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,820.899,,4.092,108.744,801.125,1509.977,,,,,,,1.641798,,0.004092,0.108744,3.2045,3.019954,,,,,,,,,0,,,0,0,,,0,,,,0,
,7/10/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,870.802,,5.115,100.045,861.655,1740.383,,,,,,,1.741604,,0.005115,0.100045,3.44662,3.480766,,,,,,,,,0,,,0,0,,,0,,,,0,
,7/22/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,661.211,,3.581,73.946,594.613,1012.137,,,,,,,1.322422,,0.003581,0.073946,2.378452,2.024274,,,,,,,,3.685,73.337,,,0,33.313,,0.003685,0.073337,,,,0.066626,
,7/22/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,623.784,,3.836,65.246,534.083,929.85,,,,,,,1.247568,,0.003836,0.065246,2.136332,1.8597,,,,,,,,,0,,,0,0,,,0,,,,0,
,8/1/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,813.414,,5.371,91.345,854.533,1629.294,,,,,,,1.626828,,0.005371,0.091345,3.418132,3.258588,,,,,,,,3.158,73.337,,,0,69.748,,0.003158,0.073337,,,,0.139496,
,9/7/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,668.696,,4.092,69.596,683.627,1296.03,,,,,,,1.337392,,0.004092,0.069596,2.734508,2.59206,,,,,,,,,59.233,,,0,43.723,,,0.059233,,,,0.087446,
,10/5/2018,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,190.878,,3.325,113.094,840.291,1588.151,,,,,,,0.381756,,0.003325,0.113094,3.361164,3.176302,,,,,,,,,81.798,,,0,68.707,,,0.081798,,,,0.137414,
,11/2/2018,dry,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,825.89,,3.325,113.094,850.973,1703.353,,,,,,,1.65178,,0.003325,0.113094,3.403892,3.406706,,,,,,,,,101.543,,,0,87.445,,,0.101543,,,,0.17489,
,12/7/2018,dry,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,748.54,,5.627,108.744,847.412,1723.925,,,,,,,1.49708,,0.005627,0.108744,3.389648,3.44785,,,,,,,,3.685,76.157,,,0,68.707,,0.003685,0.076157,,,,0.137414,
,1/11/2019,dry,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,621.288,,16.369,134.843,790.443,1793.87,,,,,,,1.242576,,0.016369,0.134843,3.161772,3.58774,,,,,,,,3.685,95.902,,,0,74.953,,0.003685,0.095902,,,,0.149906,
,2/1/2019,dry,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,1170.218,,17.904,156.591,758.398,1752.726,,,,,,,2.340436,,0.017904,0.156591,3.033592,3.505452,,,,,,,,4.211,98.722,,,0,77.035,,0.004211,0.098722,,,,0.15407,
,6/30/2019,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,880.782,,9.719,117.444,733.475,1612.837,,,,,,,1.761564,,0.009719,0.117444,2.9339,3.225674,,,,,,,,,101.543,,,0,166.563,,,0.101543,,,,0.333126,
,7/25/2019,wet,PMB2,water,15.754361,119.949625,PMB,pmb2,Y,,,,,,,,,,,,,,,733.57,,4.86,104.394,915.063,1806.213,,,,,,,1.46714,,0.00486,0.104394,3.660252,3.612426,,,,,,,,,90.26,,,0,102.02,,,0.09026,,,,0.20404,
,6/15/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,326.863,,4.86,56.547,687.187,1221.971,,,,,,,0.653726,,0.00486,0.056547,2.748748,2.443942,,,,,,,,,67.695,,,0,27.066,,,0.067695,,,,0.054132,
,6/16/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,379.26,,3.325,60.897,722.793,1333.059,,,,,,,0.75852,,0.003325,0.060897,2.891172,2.666118,,,,,,,,,64.875,,,0,29.148,,,0.064875,,,,0.058296,
,6/18/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,419.183,,3.069,60.897,754.838,1419.461,,,,,,,0.838366,,0.003069,0.060897,3.019352,2.838922,,,,,,,,,64.875,,,0,31.23,,,0.064875,,,,0.06246,
,6/28/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,416.687,,,60.897,790.443,1526.435,,,,,,,0.833374,,,0.060897,3.161772,3.05287,,,,,,,,,0,,,0,0,,,0,,,,0,
,7/10/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,686.162,,,78.296,765.52,1629.294,,,,,,,1.372324,,,0.078296,3.06208,3.258588,,,,,,,,,0,,,0,0,,,0,,,,0,
,7/22/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,436.649,,3.581,65.246,722.793,1234.314,,,,,,,0.873298,,0.003581,0.065246,2.891172,2.468628,,,,,,,,,70.516,,,0,27.066,,,0.070516,,,,0.054132,
,7/22/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,399.222,,2.813,60.897,612.416,1090.311,,,,,,,0.798444,,0.002813,0.060897,2.449664,2.180622,,,,,,,,,0,,,0,0,,,0,,,,0,
,8/1/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,444.134,,,78.296,829.61,1641.638,,,,,,,0.888268,,,0.078296,3.31844,3.283276,,,,,,,,,73.337,,,0,41.641,,,0.073337,,,,0.083282,
,8/1/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,668.696,,,73.946,822.488,1604.608,,,,,,,1.337392,,,0.073946,3.289952,3.209216,,,,,,,,,0,,,0,0,,,0,,,,0,
,9/7/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,501.522,,,65.246,790.443,1489.405,,,,,,,1.003044,,,0.065246,3.161772,2.97881,,,,,,,,,64.875,,,0,32.271,,,0.064875,,,,0.064542,
,10/5/2018,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,228.305,,3.069,100.045,790.443,1538.778,,,,,,,0.45661,,0.003069,0.100045,3.161772,3.077556,,,,,,,,,93.081,,,0,42.682,,,0.093081,,,,0.085364,
,11/2/2018,dry,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,424.173,,,73.946,808.246,1653.981,,,,,,,0.848346,,,0.073946,3.232984,3.307962,,,,,,,,,95.902,,,0,39.559,,,0.095902,,,,0.079118,
,12/7/2018,dry,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,688.657,,3.836,86.995,761.959,1629.294,,,,,,,1.377314,,0.003836,0.086995,3.047836,3.258588,,,,,,,,3.158,90.26,,,0,44.764,,,0.09026,,,,0.089528,
,1/11/2019,dry,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,521.483,,8.952,95.695,822.488,1584.036,,,,,,,1.042966,,0.008952,0.095695,3.289952,3.168072,,,,,,,,3.685,101.543,,,0,48.928,,,0.101543,,,,0.097856,
,2/1/2019,dry,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,1140.276,,22.252,134.843,747.717,1678.667,,,,,,,2.280552,,0.022252,0.134843,2.990868,3.357334,,,,,,,,4.737,126.929,,,0,57.256,,,0.126929,,,,0.114512,
,3/8/2019,dry,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,1115.325,,21.484,139.192,783.322,1625.18,,,,,,,2.23065,,0.021484,0.139192,3.133288,3.25036,,,,,,,,5.264,121.287,,,0,53.092,,,0.121287,,,,0.106184,
,4/19/2019,dry,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,1040.471,,17.648,113.094,783.322,1526.435,,,,,,,2.080942,,0.017648,0.113094,3.133288,3.05287,,,,,,,,5.264,121.287,,,0,68.707,,,0.121287,,,,0.137414,
,5/24/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,1027.995,,19.694,121.793,761.959,1542.892,,,,,,,2.05599,,0.019694,0.121793,3.047836,3.085784,,,,,,,,5.264,135.391,,,0,67.666,,,0.135391,,,,0.135332,
,6/15/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,536.454,,7.673,78.296,715.672,1390.66,,,,,,,1.072908,,0.007673,0.078296,2.862688,2.78132,,,,,,,,,121.287,,,0,83.281,,,0.121287,,,,0.166562,
,6/16/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,533.959,,6.65,82.645,740.596,1555.236,,,,,,,1.067918,,0.00665,0.082645,2.962384,3.110472,,,,,,,,,118.467,,,0,97.856,,,0.118467,,,,0.195712,
,6/17/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,673.686,,6.394,91.345,776.201,1711.582,,,,,,,1.347372,,0.006394,0.091345,3.104804,3.423164,,,,,,,,,138.211,,,0,93.691,,,0.138211,,,,0.187382,
,6/29/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,516.493,,5.627,82.645,779.762,1818.556,,,,,,,1.032986,,0.005627,0.082645,3.119048,3.637112,,,,,,,,,107.184,,,0,62.461,,,0.107184,,,,0.124922,
,6/30/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,414.192,,4.348,78.296,769.08,1691.01,,,,,,,0.828384,,0.004348,0.078296,3.07632,3.38202,,,,,,,,,112.825,,,0,60.379,,,0.112825,,,,0.120758,
,7/1/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,815.909,,7.161,121.793,494.917,1612.837,,,,,,,1.631818,,0.007161,0.121793,1.979668,3.225674,,,,,,,,,220.01,,,0,97.856,,,0.22001,,,,0.195712,
,7/17/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,346.824,,7.673,73.946,505.599,1032.709,,,,,,,0.693648,,0.007673,0.073946,2.022396,2.065418,,,,,,,,,81.798,,,0,36.436,,,0.081798,,,,0.072872,
,7/18/2019,wet,PMB3,water,15.744064,119.952366,PMB,pmb3,Y,,,,,,,,,,,,,,,249.513,,3.581,65.246,747.717,1427.69,,,,,,,0.499026,,0.003581,0.065246,2.990868,2.85538,,,,,,,,,87.44,,,0,32.271,,,0.08744,,,,0.064542,
,6/15/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,321.872,,4.86,65.246,502.038,1472.948,,,,,,,0.643744,,0.00486,0.065246,2.008152,2.945896,,,,,,,,,84.619,,,0,28.107,,,0.084619,,,,0.056214,
,6/16/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,396.726,,4.092,69.596,530.523,1530.549,,,,,,,0.793452,,0.004092,0.069596,2.122092,3.061098,,,,,,,,,84.619,,,0,39.559,,,0.084619,,,,0.079118,
,6/18/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,481.561,,3.581,73.946,548.326,1547.007,,,,,,,0.963122,,0.003581,0.073946,2.193304,3.094014,,,,,,,,,87.44,,,0,40.6,,,0.08744,,,,0.0812,
,6/28/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,531.464,,3.325,82.645,562.568,1703.353,,,,,,,1.062928,,0.003325,0.082645,2.250272,3.406706,,,,,,,,,0,,,0,0,,,0,,,,0,
,7/10/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,504.017,,,78.296,277.723,1069.739,,,,,,,1.008034,,,0.078296,1.110892,2.139478,,,,,,,,,0,,,0,0,,,0,,,,0,
,7/22/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,628.774,,5.371,73.946,1285.361,2295.824,,,,,,,1.257548,,0.005371,0.073946,5.141444,4.591648,,,,,,,,,78.978,,,0,31.23,,,0.078978,,,,0.06246,
,7/22/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,533.959,,3.325,69.596,459.312,1201.399,,,,,,,1.067918,,0.003325,0.069596,1.837248,2.402798,,,,,,,,,0,,,0,0,,,0,,,,0,
,8/1/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,583.861,,3.325,95.695,505.599,1608.722,,,,,,,1.167722,,0.003325,0.095695,2.022396,3.217444,,,,,,,,,93.081,,,0,49.969,,,0.093081,,,,0.099938,
,8/1/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,905.734,,3.069,91.345,498.478,1514.092,,,,,,,1.811468,,0.003069,0.091345,1.993912,3.028184,,,,,,,,,0,,,0,0,,,0,,,,0,
,9/7/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,701.133,,2.302,82.645,576.81,1551.121,,,,,,,1.402266,,0.002302,0.082645,2.30724,3.102242,,,,,,,,,78.978,,,0,45.805,,,0.078978,,,,0.09161,
,10/5/2018,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,461.6,,4.092,126.143,505.599,1427.69,,,,,,,0.9232,,0.004092,0.126143,2.022396,2.85538,,,,,,,,3.685,104.364,,,0,48.928,,0.003685,0.104364,,,,0.097856,
,11/2/2018,dry,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,656.22,,3.581,104.394,541.205,1625.18,,,,,,,1.31244,,0.003581,0.104394,2.16482,3.25036,,,,,,,,,126.929,,,0,58.297,,,0.126929,,,,0.116594,
,12/7/2018,dry,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,698.638,,2.813,104.394,526.962,1567.579,,,,,,,1.397276,,0.002813,0.104394,2.107848,3.135158,,,,,,,,,110.005,,,0,42.682,,,0.110005,,,,0.085364,
,1/11/2019,dry,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,788.462,,6.394,121.793,519.841,1608.722,,,,,,,1.576924,,0.006394,0.121793,2.079364,3.217444,,,,,,,,,112.825,,,0,46.846,,,0.112825,,,,0.093692,
,2/1/2019,dry,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,616.298,,6.65,121.793,512.72,1608.722,,,,,,,1.232596,,0.00665,0.121793,2.05088,3.217444,,,,,,,,,112.825,,,0,43.723,,,0.112825,,,,0.087446,
,3/8/2019,dry,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,840.86,,9.719,156.591,530.523,1658.095,,,,,,,1.68172,,0.009719,0.156591,2.122092,3.31619,,,,,,,,,129.749,,,0,52.051,,,0.129749,,,,0.104102,
,4/19/2019,dry,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,783.472,,14.067,160.941,541.205,1641.638,,,,,,,1.566944,,0.014067,0.160941,2.16482,3.283276,,,,,,,,,121.287,,,0,55.174,,,0.121287,,,,0.110348,
,5/24/2019,wet,PMB4,water,15.743846,119.952028,PMB,pmb4,Y,,,,,,,,,,,,,,,703.628,,12.788,156.591,509.16,1616.951,,,,,,,1.407256,,0.012788,0.156591,2.03664,3.233902,,,,,,,,,124.108,,,0,58.297,,,0.124108,,,,0.116594,
